Comentarios;Comentarios_Limpios;Polaridad;Sentimiento
"elespectador
#ClaroOscuro ⚫⚪ La artista e influenciadora Valka, que obtuvo reconocimiento tras el éxito de guaracha “Me provocas”, habló sobre sus inicios en la industria desde que era una niña, el peso de las críticas y los estigmas, y cómo todo ello ha influido en su salud mental y percepción del mundo.

🎥 @monkeyturf
@sasasosav
Editado · 2 h";"elespectador
#clarooscuro ⚫⚪ la artista e influenciadora valka, que obtuvo reconocimiento tras el éxito de guaracha “me provocas”, habló sobre sus inicios en la industria desde que era una niña, el peso de las críticas y los estigmas, y cómo todo ello ha influido en su salud mental y percepción del mundo.

🎥 @monkeyturf
@sasasosav
editado · 2 h";-0,1;Negativo
"flypasscolombia
El verdadero viaje. El mejor de la vida 💚
2 hResponder";"flypasscolombia
el verdadero viaje. el mejor de la vida 💚
2 hresponder";0;Neutral
"dani_rockmedina
Y esta quién es?
21 minResponder";"dani_rockmedina
y esta quién es?
21 minresponder";0;Neutral
"__jdcallejas__
Todo tan pando últimamente
3 minResponder";"__jdcallejas__
todo tan pando últimamente
3 minresponder";0;Neutral
"elespectador
🎯 Honor 200 Pro: Donde la potencia se encuentra con la elegancia
✨ Cámara que captura tus momentos en alta resolución.
⚡ Batería que dura tanto como tú.
🚀 Rendimiento que no te hace esperar.

🌟 ¡Lleva tu estilo al siguiente nivel! Descubre más en @honorcolombia

#Patrocinado
2 h";"elespectador
🎯 honor 200 pro: donde la potencia se encuentra con la elegancia
✨ cámara que captura tus momentos en alta resolución.
⚡ batería que dura tanto como tú.
🚀 rendimiento que no te hace esperar.

🌟 ¡lleva tu estilo al siguiente nivel! descubre más en @honorcolombia

#patrocinado
2 h";0;Neutral
"elespectador
El proyecto de ley de Llamamiento en Garantía es una iniciativa de Anato, quien asegura que es un día histórico para las agencias de viajes y los consumidores.

”Hemos venido liderando desde hace muchos años esta iniciativa para buscar la manera de responderle al consumidor oportunamente, teniendo en cuenta que, si el viajero realiza algún tipo de reclamación a la agencia de viajes por temas específicos de transporte aéreo, el proceso pueda incluir a los otros actores del sector para responderle al usuario”, señaló Paula Cortés Calle, presidente ejecutiva de Anato.

Le contamos más sobre el proyecto en el enlace de la biografía.
3 h";"elespectador
el proyecto de ley de llamamiento en garantía es una iniciativa de anato, quien asegura que es un día histórico para las agencias de viajes y los consumidores.

”hemos venido liderando desde hace muchos años esta iniciativa para buscar la manera de responderle al consumidor oportunamente, teniendo en cuenta que, si el viajero realiza algún tipo de reclamación a la agencia de viajes por temas específicos de transporte aéreo, el proceso pueda incluir a los otros actores del sector para responderle al usuario”, señaló paula cortés calle, presidente ejecutiva de anato.

le contamos más sobre el proyecto en el enlace de la biografía.
3 h";0;Neutral
"fuxion_bibizg
Se va quebrar Avianca 😂
3 h175 Me gustaResponder";"fuxion_bibizg
se va quebrar avianca 😂
3 h175 ";0;Neutral
"jpmolina13
Se estaban como demorando, Avianca no le va a gustar dicha noticia. 😂😂😂
2 h45 Me gustaResponder";"jpmolina13
se estaban como demorando, avianca no le va a gustar dicha noticia. 😂😂😂
2 h45 ";0;Neutral
"jespinel2
Culpa de Petro o gracias a Uribe, quien va poner el comentario tonto hoy?
3 h53 Me gustaResponder";"jespinel2
culpa de petro o gracias a uribe, quien va poner el comentario tonto hoy?
3 h53 ";0;Neutral
"joha.cebe
👏👏👏👏
3 h1 Me gustaResponder";"joha.cebe
👏👏👏👏
3 h1 ";0;Neutral
"fuxion_bibizg
Genial
3 h1 Me gustaResponder";"fuxion_bibizg
genial
3 h1 ";0;Neutral
"jenniferg_289
Por fin!!!! 👏👏👏👏
2 h2 Me gustaResponder";"jenniferg_289
por fin!!!! 👏👏👏👏
2 h2 ";0;Neutral
"helem_2018
Al fin 👏👏👏
2 h1 Me gustaResponder";"helem_2018
al fin 👏👏👏
2 h1 ";0;Neutral
"stefany.restrepo.t
👏👏
2 h1 Me gustaResponder";"stefany.restrepo.t
👏👏
2 h1 ";0;Neutral
"anaescallon
👏👏👏👏👏
3 h1 Me gustaResponder";"anaescallon
👏👏👏👏👏
3 h1 ";0;Neutral
"mary_mesa
Ya era hora ⏰
2 h2 Me gustaResponder";"mary_mesa
ya era hora ⏰
2 h2 ";0;Neutral
"haorolo2
👏👏👏👏
2 h1 Me gustaResponder";"haorolo2
👏👏👏👏
2 h1 ";0;Neutral
"jessica_cumbe
👏👏👏👏 ya era hora por fin
2 h8 Me gustaResponder";"jessica_cumbe
👏👏👏👏 ya era hora por fin
2 h8 ";0;Neutral
"canales.javier2020
What???? Es enserio???
3 h2 Me gustaResponder
Ver traducción";"canales.javier2020
what???? es enserio???
3 h2 ";0;Neutral
"alejandrogarsie
A Avianca no le gusta esto
1 h1 Me gustaResponder";"alejandrogarsie
a avianca no le gusta esto
1 h1 ";0;Neutral
"nicolas_pba
Ahora solo falta que avianca salga a llorar pero esta vez no está duque para regalarle plata jajaja
2 h33 Me gustaResponder";"nicolas_pba
ahora solo falta que avianca salga a llorar pero esta vez no está duque para regalarle plata jajaja
2 h33 ";0;Neutral
"lapullaopinion
Cuéntenos en los comentarios por qué cree que Petro se le sigue arrodillando a Benedetti.

#lapulla
3 h";"lapullaopinion
cuéntenos en los comentarios por qué cree que petro se le sigue arrodillando a benedetti.

#lapulla
3 h";0;Neutral
"soy_el_guaca
A un amigo q me diga que si habla me voy de canazo le doy hasta la clave del Netflix 😢
3 h1 Me gustaResponder";"soy_el_guaca
a un amigo q me diga que si habla me voy de canazo le doy hasta la clave del netflix 😢
3 h1 ";0;Neutral
"tatimarulandao
El tamaño del guardado debe ser impresionante
3 h180 Me gustaResponder";"tatimarulandao
el tamaño del guardado debe ser impresionante
3 h180 ";0;Neutral
"lorenzobotero92
Que desastre de gobierno!
3 h57 Me gustaResponder";"lorenzobotero92
que desastre de gobierno!
3 h57 ";0;Neutral
"jairofigueroarueda
Benedetti le tiene un guardado grande al gobierno y lo callan con puestos a pesar de su drogadicción y alcoholismo
3 h170 Me gustaResponder";"jairofigueroarueda
benedetti le tiene un guardado grande al gobierno y lo callan con puestos a pesar de su drogadicción y alcoholismo
3 h170 ";0;Neutral
"don_perlas
¿Qué videos tendrá Benedetti?
2 h2 Me gustaResponder";"don_perlas
¿qué videos tendrá benedetti?
2 h2 ";0;Neutral
"ceciliarm1948
Lo aterrador es todos hablan. Si fuera en el anterior gobierno, mínimo se entran a la casa de Nariño lo sacan. Ahora todo lo ven NORMAL. !!!
3 h30 Me gustaResponder";"ceciliarm1948
lo aterrador es todos hablan. si fuera en el anterior gobierno, mínimo se entran a la casa de nariño lo sacan. ahora todo lo ven normal. !!!
3 h30 ";0,29296875;Positivo
"molinaedwinalbeirocaballero
Tiene 15 mil millones de razónes para tenerlo callado
3 h57 Me gustaResponder";"molinaedwinalbeirocaballero
tiene 15 mil millones de razónes para tenerlo callado
3 h57 ";0;Neutral
"masvilletes
Claramente, Benedetti sabe más que Pegasus
3 h29 Me gustaResponder";"masvilletes
claramente, benedetti sabe más que pegasus
3 h29 ";0;Neutral
"handresvelasquez
Que sabe Benedetti de Aureliano que lo consienten, indultan y miman tanto???
3 h16 Me gustaResponder";"handresvelasquez
que sabe benedetti de aureliano que lo consienten, indultan y miman tanto???
3 h16 ";0;Neutral
"jessicaarias12
El guardado es inmenso, si no lo tiene ahí se van todos presos! Lástima que los petristes no abren los ojos, por DIOS!
3 h10 Me gustaResponder";"jessicaarias12
el guardado es inmenso, si no lo tiene ahí se van todos presos! lástima que los petristes no abren los ojos, por dios!
3 h10 ";0;Neutral
"haroldandres_76
Por eso volvió a Colombia porque como ya la fiscal está en el bolsillo no pasa nada por eso petro se arrodilla y hace lo que ese man quiere
3 h6 Me gustaResponder";"haroldandres_76
por eso volvió a colombia porque como ya la fiscal está en el bolsillo no pasa nada por eso petro se arrodilla y hace lo que ese man quiere
3 h6 ";0;Neutral
"yobanaariasbu
Porque lo tiene bien agarrado de las ***vas
3 h3 Me gustaResponder";"yobanaariasbu
porque lo tiene bien agarrado de las ***vas
3 h3 ";0;Neutral
"cristian_ceballo5
😂
1 h2 Me gustaResponder";"cristian_ceballo5
😂
1 h2 ";0;Neutral
"edwinavendano1976
El gobierno del cambio y si a cambiado esto con más corrupción que nunca en la vida de Colombia
3 h27 Me gustaResponder";"edwinavendano1976
el gobierno del cambio y si a cambiado esto con más corrupción que nunca en la vida de colombia
3 h27 ";0;Neutral
"marcelaidarragar
Veee por fin la @lapullaopinion que antes yo creía amaba a Petro y creía en el Cambio , sabe como es que son ! Y lo hace público .
3 h9 Me gustaResponder";"marcelaidarragar
veee por fin la @lapullaopinion que antes yo creía amaba a petro y creía en el cambio , sabe como es que son ! y lo hace público .
3 h9 ";0;Neutral
"elespectador
Una emergencia se registró en la tarde de este jueves 28 de noviembre en el barrio Campo Alegre, en la localidad Norte-Centro Histórico de Barranquilla, donde se desplomó parte de un edificio residencial de cuatro pisos del conjunto Privilegios.

De acuerdo con las autoridades, del lugar han sido evacuadas cuatro personas, entre las que se encuentran niños, así como se busca a un adulto mayor.

Para los habitantes de la zona esta era una tragedia anunciada.

Le contamos los detalles de los hechos en el enlace de la biografía.
4 h";"elespectador
una emergencia se registró en la tarde de este jueves 28 de noviembre en el barrio campo alegre, en la localidad norte-centro histórico de barranquilla, donde se desplomó parte de un edificio residencial de cuatro pisos del conjunto privilegios.

de acuerdo con las autoridades, del lugar han sido evacuadas cuatro personas, entre las que se encuentran niños, así como se busca a un adulto mayor.

para los habitantes de la zona esta era una tragedia anunciada.

le contamos los detalles de los hechos en el enlace de la biografía.
4 h";0;Neutral
"eecolombia2020
La estructura que se separó de la Segunda Marquetalia y que se quedó en la mesa de negociación se llamará Coordinadora Nacional Ejército Bolivariano.

¿Dónde se ubican, qué grupos la conforman, dónde serán las negociaciones y cuál será la agenda? Le contamos.📲
Editado · 4 h";"eecolombia2020
la estructura que se separó de la segunda marquetalia y que se quedó en la mesa de negociación se llamará coordinadora nacional ejército bolivariano.

¿dónde se ubican, qué grupos la conforman, dónde serán las negociaciones y cuál será la agenda? le contamos.📲
editado · 4 h";0;Neutral
"mixter_tirano
Se les acaban los viáticos y la tetica a los vive facil que están en la negociación 😂 Petroñeros justificando en 3, 2, 1 😂
4 hResponder";"mixter_tirano
se les acaban los viáticos y la tetica a los vive facil que están en la negociación 😂 petroñeros justificando en 3, 2, 1 😂
4 hresponder";0;Neutral
"dregdz1978
😂😂😂disque abc, 😂 ineptitud ese es el abc
3 hResponder";"dregdz1978
😂😂😂disque abc, 😂 ineptitud ese es el abc
3 hresponder";0;Neutral
"l.johanna_sanchez
@mariaceciliaaponte
4 hResponder";"l.johanna_sanchez
@mariaceciliaaponte
4 hresponder";0;Neutral
"elespectador
Una de las personas más cercanas al presidente Gustavo Petro y a su proyecto político, el actual director de Prosperidad Social, Gustavo Bolívar, acudió a sus redes para advertir que mantiene su lealtad con el jefe de Estado, pero que es necesario que se pueda dar la deliberación necesaria cuando no se está de acuerdo con ciertas decisiones.

Y aunque no hizo mención directa al retorno del exembajador Armando Benedetti al círculo de poder de Petro, la referencia de Bolívar está tácitamente relacionada con ese caso por la polémica interna que ha desatado.

“Mi lealtad total con el presidente Petro, pero también con Colombia y con el proyecto político por el que miles de luchadores entregaron su vida, su sangre, sus lágrimas, sus ojos, su tiempo, su miedo, sus recursos, su sudor”, precisó el director de Prosperidad Social.

Amplíe la información en el link de nuestra bio
5 h";"elespectador
una de las personas más cercanas al presidente gustavo petro y a su proyecto político, el actual director de prosperidad social, gustavo bolívar, acudió a sus redes para advertir que mantiene su lealtad con el jefe de estado, pero que es necesario que se pueda dar la deliberación necesaria cuando no se está de acuerdo con ciertas decisiones.

y aunque no hizo mención directa al retorno del exembajador armando benedetti al círculo de poder de petro, la referencia de bolívar está tácitamente relacionada con ese caso por la polémica interna que ha desatado.

“mi lealtad total con el presidente petro, pero también con colombia y con el proyecto político por el que miles de luchadores entregaron su vida, su sangre, sus lágrimas, sus ojos, su tiempo, su miedo, sus recursos, su sudor”, precisó el director de prosperidad social.

amplíe la información en el link de nuestra bio
5 h";0,016666667;Positivo
"soy_el_guaca
Eso era hace dos años bb ya que!
4 hResponder";"soy_el_guaca
eso era hace dos años bb ya que!
4 hresponder";0;Neutral
"victikor895
Si no cambiamos de presidente estamos jodidos
5 h124 Me gustaResponder";"victikor895
si no cambiamos de presidente estamos jodidos
5 h124 ";0;Neutral
"rey200o
Y TODO LO QUE HAN ROBADO LES PARECE POCO?
4 h22 Me gustaResponder";"rey200o
y todo lo que han robado les parece poco?
4 h22 ";0;Neutral
"maria_cristina_arango
Si la cambiaron, roban más, improvisan más, acaban con los medio servía…. Si la cambiaron empeoraron todo!
5 h79 Me gustaResponder";"maria_cristina_arango
si la cambiaron, roban más, improvisan más, acaban con los medio servía…. si la cambiaron empeoraron todo!
5 h79 ";0;Neutral
